Dates,Mccormick County Sc,Greenwood County Sc,Laurens County Sc,Edgefield County Sc,Spartanburg County Sc,Oconee County Sc,Aiken County Sc,Cherokee County Sc,Saluda County Sc,Greenville County Sc,Anderson County Sc,Union County Sc,Pickens County Sc,Abbeville County Sc,Allendale County Sc,Newberry County Sc,Fairfield County Sc,Hampton County Sc,Barnwell County Sc,Lexington County Sc,Bamberg County Sc,Richland County Sc,Colleton County Sc,Jasper County Sc,Orangeburg County Sc,Calhoun County Sc,Kershaw County Sc,Chester County Sc,Dorchester County Sc,York County Sc,Beaufort County Sc,Berkeley County Sc,Charleston County Sc,Clarendon County Sc,Darlington County Sc,Florence County Sc,Horry County Sc,Lancaster County Sc,Marlboro County Sc,Sumter County Sc,Williamsburg County Sc
2024-09-24 19:00,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,7.0,80.0,19.0,0.0,0.0,1.0,10.0,0.0,3.0,31.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,22,2,1,1.0,0,0,33,0,0,0,1
2024-09-24 20:00,0.0,1.0,2.0,0.0,1.0,16.0,9.0,1.0,0.0,9014.0,5.0,80.0,461.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,1,0.0,0,0,1,0,0,0,1
2024-09-24 21:00,0.0,9.0,5.0,0.0,4.0,545.0,10.0,1.0,0.0,10615.0,4.0,82.0,185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,0,0.0,1,0,1,0,0,0,20
2024-09-24 22:00,0.0,10.0,1.0,0.0,5.0,593.0,3.0,1086.0,0.0,12954.0,4.0,2.0,216.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0,0,0,0,0,20
2024-09-24 23:00,0.0,10.0,0.0,0.0,149.0,923.0,3.0,1147.0,0.0,11770.0,4.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,0.0,0,0,0,0,0,1,0
2024-09-25 00:00,0.0,10.0,0.0,0.0,351.0,720.0,3.0,1147.0,0.0,9540.0,4.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0
2024-09-25 01:00,0.0,10.0,0.0,0.0,557.0,720.0,19.0,1146.0,0.0,9138.0,4.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0,0,0,0,0,0
2024-09-25 02:00,0.0,9.0,0.0,0.0,470.0,699.0,19.0,1146.0,0.0,6782.0,3.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
2024-09-25 03:00,0.0,9.0,0.0,0.0,109.0,694.0,0.0,1146.0,0.0,6430.0,2.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0
2024-09-25 04:00,0.0,0.0,0.0,0.0,86.0,696.0,0.0,1146.0,0.0,8144.0,3.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0
2024-09-25 05:00,0.0,0.0,0.0,0.0,17.0,700.0,0.0,1146.0,0.0,8159.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0
2024-09-25 06:00,0.0,0.0,0.0,0.0,19.0,690.0,0.0,1146.0,0.0,8493.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0
2024-09-25 07:00,0.0,0.0,0.0,0.0,65.0,690.0,0.0,1146.0,0.0,8502.0,1.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0.0,0,1,0,0,0,0,0
2024-09-25 08:00,0.0,0.0,0.0,0.0,73.0,369.0,4.0,246.0,2.0,9051.0,1.0,0.0,58.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,3,4,36,0.0,6,1,0,4,0,0,1
2024-09-25 09:00,0.0,0.0,0.0,1.0,77.0,375.0,5.0,1103.0,2.0,8303.0,107.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1,16,22,0.0,6,1,4,6,0,1,1
2024-09-25 10:00,0.0,0.0,1.0,0.0,18.0,374.0,0.0,1149.0,0.0,7430.0,106.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2,22,33,0.0,6,2,7,2,1,1,0
2024-09-25 11:00,0.0,1.0,1.0,0.0,13.0,361.0,4.0,49.0,0.0,8840.0,107.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1,2,295,1.0,0,2,4,1,1,1,1
2024-09-25 12:00,0.0,1.0,2.0,0.0,27.0,357.0,5.0,49.0,0.0,7246.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,1.0,3.0,22.0,2,83,297,1.0,0,1,0,1,1,1,0
2024-09-25 13:00,0.0,1.0,0.0,0.0,20.0,357.0,0.0,49.0,2.0,4288.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,60.0,1.0,2.0,0.0,1228,2,289,1.0,0,2,4,1,0,1,0
2024-09-25 14:00,0.0,1.0,0.0,0.0,20.0,355.0,0.0,1146.0,2.0,3887.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,6,3.0,0,39,4,1,0,1,0
2024-09-25 15:00,0.0,458.0,0.0,1.0,2.0,125.0,0.0,2.0,0.0,2257.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,2,6,3.0,2,1,4,1,0,1,0
2024-09-25 16:00,9.0,2.0,0.0,2.0,8.0,36.0,2.0,0.0,0.0,2075.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1,1,2,0.0,12,2,4,0,0,1,0
2024-09-25 17:00,0.0,16.0,0.0,2.0,9.0,32.0,0.0,0.0,0.0,1791.0,0.0,0.0,13.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,2,0.0,1,3,1,0,0,0,0
2024-09-25 18:00,0.0,1.0,0.0,0.0,8.0,44.0,1.0,0.0,0.0,1978.0,118.0,0.0,169.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0.0,4,2,2,0,0,0,1
2024-09-25 19:00,0.0,1.0,0.0,0.0,7.0,96.0,1.0,39.0,0.0,928.0,118.0,0.0,164.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,1,1,2,1,0,0,0
2024-09-25 20:00,0.0,1.0,0.0,0.0,25.0,143.0,2.0,102.0,0.0,780.0,91.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0,3,2,1,0,0,0
2024-09-25 21:00,0.0,1.0,0.0,0.0,25.0,134.0,0.0,102.0,0.0,600.0,91.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,2,0.0,0,0,2,0,0,0,0
2024-09-25 22:00,0.0,0.0,0.0,0.0,19.0,125.0,0.0,102.0,0.0,1070.0,90.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0,0.0,0,0,0,0,0,0,0
2024-09-25 23:00,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1093.0,17.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,1,90,0.0,0,0,2,0,0,0,0
2024-09-26 00:00,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,1070.0,17.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,12.0,1,8,91,0.0,0,0,2,0,0,0,0
2024-09-26 01:00,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,1082.0,2.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,91,0.0,0,0,2,0,0,0,0
2024-09-26 02:00,0.0,0.0,0.0,0.0,1.0,123.0,0.0,0.0,0.0,1173.0,21.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8,90,0.0,0,0,2,0,0,0,0
2024-09-26 03:00,0.0,0.0,0.0,0.0,452.0,355.0,0.0,0.0,0.0,1172.0,22.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,0.0,0,0,0,0,0,0,0
2024-09-26 04:00,0.0,0.0,0.0,1.0,7.0,323.0,6.0,0.0,0.0,1173.0,143.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,9,0.0,0,0,8,0,0,0,0
2024-09-26 05:00,0.0,0.0,0.0,1.0,49.0,11.0,6.0,0.0,15.0,1159.0,177.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0.0,0,0,8,0,0,6,0
2024-09-26 06:00,0.0,0.0,0.0,6.0,50.0,13.0,4.0,0.0,15.0,1139.0,187.0,0.0,475.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0,0,5,0.0,0,0,13,0,0,6,0
2024-09-26 07:00,0.0,2.0,0.0,5.0,474.0,2044.0,4.0,0.0,15.0,1211.0,193.0,0.0,685.0,0.0,0.0,0.0,5.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,13.0,16,1,0,0.0,0,6,5,3,0,6,0
2024-09-26 08:00,6.0,29.0,12.0,5.0,51.0,864.0,30.0,0.0,1.0,1234.0,201.0,0.0,460.0,16.0,0.0,0.0,5.0,159.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,16.0,12,5,4,0.0,0,4,5,4,3,0,0
2024-09-26 09:00,7.0,28.0,12.0,6.0,52.0,41.0,1.0,2.0,0.0,1207.0,190.0,0.0,179.0,16.0,0.0,0.0,5.0,158.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,201.0,27.0,1.0,38.0,7,410,9,1.0,0,6,7,156,76,1,0
2024-09-26 10:00,7.0,29.0,12.0,6.0,51.0,23.0,4.0,0.0,0.0,1812.0,55.0,0.0,140.0,16.0,0.0,0.0,0.0,69.0,0.0,32.0,0.0,12.0,0.0,0.0,1.0,2.0,11.0,27.0,1.0,5.0,70,3,9,1.0,3,5,13,2,76,0,0
2024-09-26 11:00,5.0,8.0,0.0,2.0,43.0,6.0,7.0,0.0,0.0,1638.0,133.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,127.0,28.0,0.0,1.0,0.0,2.0,4,0,2,1.0,3,4,6,5,78,0,0
2024-09-26 12:00,0.0,19.0,1.0,20.0,212.0,3.0,8.0,0.0,0.0,1204.0,53.0,0.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,21.0,1.0,1.0,26.0,28.0,0.0,0.0,0.0,4.0,1,7,11,0.0,15,5,6,2,0,0,1
2024-09-26 13:00,0.0,19.0,1.0,24.0,208.0,0.0,153.0,652.0,0.0,1116.0,152.0,0.0,1347.0,0.0,0.0,0.0,19.0,1.0,0.0,11.0,384.0,472.0,285.0,52.0,1.0,1.0,18.0,1.0,0.0,2.0,4,13,12,1.0,0,2,13,2,0,1,0
2024-09-26 14:00,0.0,3.0,3.0,24.0,207.0,12.0,159.0,263.0,176.0,551.0,12.0,0.0,1357.0,0.0,0.0,0.0,19.0,1.0,0.0,139.0,19.0,737.0,195.0,51.0,0.0,0.0,15.0,47.0,0.0,15.0,185,32,31,8.0,1,3,12,2,1,1,0
2024-09-26 15:00,0.0,34.0,6.0,3.0,297.0,28.0,183.0,40.0,210.0,35.0,37.0,0.0,99.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,16.0,1550.0,16.0,51.0,8.0,0.0,0.0,47.0,1080.0,9.0,80,37,4,8.0,1,1,4,2,2,1,0
2024-09-26 16:00,0.0,2.0,7.0,14.0,381.0,29.0,1.0,41.0,1.0,49.0,66.0,0.0,102.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,99.0,9.0,51.0,9.0,1.0,0.0,17.0,1.0,296.0,59,5,3,0.0,0,0,4,225,2,2,0
2024-09-26 17:00,0.0,20.0,17.0,12.0,493.0,23.0,4.0,39.0,0.0,53.0,604.0,0.0,101.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,188.0,17.0,2.0,0.0,14.0,0.0,17.0,1.0,1674.0,3,7,91,1.0,0,278,0,346,2,5,1
2024-09-26 18:00,0.0,36.0,17.0,4.0,144.0,23.0,8.0,42.0,0.0,102.0,603.0,0.0,96.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,189.0,18.0,51.0,0.0,14.0,0.0,0.0,5.0,412.0,4,9,92,1.0,0,5,4,342,1,15,1
2024-09-26 19:00,0.0,24.0,17.0,0.0,117.0,138.0,8.0,69.0,0.0,340.0,11.0,0.0,98.0,0.0,0.0,4.0,0.0,0.0,1.0,94.0,9.0,315.0,10.0,51.0,0.0,14.0,0.0,0.0,5.0,1114.0,8,1,135,2.0,2,213,5,343,2,11,2012
2024-09-26 20:00,0.0,21.0,14.0,0.0,282.0,968.0,8.0,40.0,0.0,307.0,4.0,0.0,1165.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,3.0,203.0,9.0,51.0,0.0,0.0,0.0,1.0,5.0,986.0,10,1,20,2.0,12,7,23,344,27,1,2012
2024-09-26 21:00,0.0,6.0,21.0,5.0,489.0,987.0,145.0,0.0,0.0,64.0,22.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,31.0,16.0,59.0,0.0,0.0,254.0,1.0,0.0,364.0,24,1,46,0.0,0,2,2698,353,26,0,2016
2024-09-26 22:00,0.0,8.0,22.0,33.0,336.0,990.0,138.0,8.0,142.0,513.0,24.0,0.0,154.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,18.0,20.0,51.0,0.0,0.0,40.0,1.0,0.0,295.0,37,41,226,0.0,1,2,9,462,1,47,2032
2024-09-26 23:00,0.0,8.0,45.0,19.0,511.0,377.0,8.0,8.0,143.0,677.0,24.0,0.0,77.0,0.0,3.0,0.0,0.0,377.0,0.0,3.0,0.0,34.0,3701.0,450.0,1.0,0.0,40.0,1.0,79.0,271.0,1700,35,2622,0.0,1,0,14,121,0,47,30
2024-09-27 00:00,17.0,48.0,32.0,58.0,453.0,950.0,197.0,8.0,78.0,1007.0,224.0,0.0,78.0,0.0,77.0,0.0,0.0,316.0,0.0,47.0,453.0,42.0,4290.0,748.0,0.0,3.0,42.0,1.0,434.0,208.0,1345,5,3517,0.0,0,0,5,121,0,2,13
2024-09-27 01:00,17.0,52.0,1681.0,289.0,313.0,981.0,1279.0,1.0,101.0,1309.0,241.0,0.0,615.0,0.0,77.0,8.0,1.0,762.0,0.0,1062.0,453.0,88.0,6182.0,1879.0,65.0,67.0,62.0,595.0,1110.0,631.0,5909,36,3274,24.0,0,0,4,45,1,9,13
2024-09-27 02:00,18.0,838.0,2155.0,758.0,299.0,2417.0,1547.0,1.0,398.0,5035.0,1268.0,2.0,2788.0,0.0,77.0,467.0,34.0,2388.0,4.0,5010.0,655.0,3702.0,7870.0,3195.0,300.0,84.0,61.0,624.0,6978.0,603.0,15859,616,4726,118.0,1,48,4,38,1,99,449
2024-09-27 03:00,27.0,862.0,1189.0,3615.0,2588.0,1488.0,6052.0,114.0,463.0,7847.0,1719.0,34.0,5055.0,1.0,658.0,523.0,41.0,2712.0,698.0,5627.0,884.0,7998.0,10248.0,3521.0,660.0,91.0,997.0,328.0,11585.0,643.0,20088,320,18253,162.0,1,362,4,96,1,581,554
2024-09-27 04:00,294.0,5357.0,3619.0,5593.0,5245.0,1454.0,21158.0,397.0,524.0,9367.0,3251.0,724.0,5070.0,204.0,1261.0,1737.0,317.0,3094.0,1244.0,16344.0,1645.0,18512.0,14995.0,5461.0,1904.0,438.0,443.0,468.0,10052.0,2822.0,25709,2411,23996,794.0,3,346,4,162,0,2334,1732
2024-09-27 05:00,726.0,11583.0,4925.0,11976.0,11780.0,7082.0,70304.0,643.0,2315.0,20705.0,11220.0,2873.0,9748.0,365.0,2348.0,1975.0,2922.0,5780.0,2311.0,30714.0,2037.0,32806.0,20104.0,7132.0,6531.0,874.0,2776.0,1797.0,21992.0,6902.0,38125,13933,35783,2945.0,31,1075,1595,2505,3,7140,3315
2024-09-27 06:00,763.0,24300.0,17352.0,6655.0,35131.0,16208.0,49536.0,3116.0,5793.0,82728.0,38680.0,2999.0,23196.0,625.0,3283.0,2874.0,4552.0,5888.0,3365.0,50601.0,2133.0,53637.0,20571.0,7205.0,8675.0,2500.0,4743.0,4077.0,18193.0,10043.0,42644,16112,40412,3824.0,148,5050,2731,8758,11,9256,4941
2024-09-27 07:00,1456.0,28296.0,27639.0,7349.0,91794.0,33098.0,56060.0,13446.0,6013.0,194977.0,78090.0,2609.0,49940.0,2040.0,3284.0,3588.0,5434.0,6998.0,6005.0,70493.0,2334.0,77413.0,21128.0,7213.0,9570.0,2840.0,6384.0,8254.0,23454.0,42825.0,43568,14900,41358,4484.0,1201,5320,7167,12844,267,6141,6182
2024-09-27 08:00,1456.0,26924.0,27936.0,7352.0,165356.0,36326.0,56677.0,17553.0,6044.0,248991.0,87176.0,3653.0,55535.0,2045.0,3332.0,4318.0,6299.0,7013.0,5489.0,80985.0,2832.0,89282.0,23305.0,7233.0,8839.0,2807.0,8514.0,11134.0,21540.0,44967.0,43345,13163,34839,3432.0,2452,5441,8879,13394,285,5650,6783
2024-09-27 09:00,1456.0,26924.0,27951.0,7357.0,187585.0,37838.0,56609.0,23592.0,6044.0,259317.0,97234.0,5465.0,60756.0,2054.0,3333.0,4394.0,6773.0,7146.0,4821.0,80983.0,2857.0,92035.0,22558.0,7105.0,8914.0,3433.0,8666.0,12579.0,14899.0,78874.0,43835,11992,30260,3254.0,1460,4340,7157,14643,366,7044,5586
2024-09-27 10:00,1456.0,26924.0,20987.0,7393.0,182983.0,38165.0,57076.0,25451.0,6044.0,260293.0,98663.0,5721.0,63474.0,2037.0,3333.0,4386.0,7162.0,7154.0,4997.0,77016.0,2858.0,90581.0,21170.0,7146.0,8186.0,3124.0,8828.0,12651.0,13598.0,74694.0,38204,8803,26982,3035.0,1592,3294,6329,17002,359,5543,5009
2024-09-27 11:00,1456.0,26924.0,20982.0,7394.0,183039.0,37609.0,54515.0,27793.0,6045.0,261130.0,99163.0,7026.0,46674.0,2082.0,3341.0,4415.0,7229.0,7200.0,3286.0,68457.0,2830.0,84952.0,22281.0,5333.0,5732.0,535.0,7194.0,12177.0,10456.0,70255.0,33766,7782,20950,2080.0,1406,2235,3274,15331,304,4948,4081
2024-09-27 12:00,1456.0,26924.0,20985.0,7396.0,183097.0,37575.0,56325.0,28183.0,6045.0,261130.0,99867.0,7026.0,44777.0,2085.0,3347.0,4416.0,6450.0,7201.0,3197.0,69261.0,2830.0,79482.0,20548.0,7578.0,4350.0,587.0,7194.0,11434.0,8524.0,59873.0,31970,7169,21436,1895.0,1181,1973,1831,14537,283,4685,3165
2024-09-27 13:00,1456.0,26924.0,20988.0,7400.0,183120.0,36955.0,56395.0,28193.0,6045.0,261130.0,100662.0,7026.0,44825.0,2086.0,3351.0,4417.0,6116.0,7260.0,3452.0,64555.0,2578.0,77360.0,17481.0,6199.0,3892.0,677.0,6539.0,12696.0,7628.0,54056.0,31675,6189,19806,1248.0,424,1932,782,10713,141,4225,2104
2024-09-27 14:00,1456.0,26924.0,20996.0,7406.0,183145.0,36891.0,56073.0,27616.0,6045.0,261130.0,101926.0,5573.0,45666.0,2087.0,3350.0,4418.0,6126.0,7261.0,3359.0,57658.0,2304.0,73537.0,18489.0,6579.0,3370.0,611.0,6278.0,11432.0,7134.0,51473.0,31309,4956,15895,1323.0,356,2184,378,10731,126,3613,2056
2024-09-27 15:00,1456.0,26924.0,21004.0,7406.0,183223.0,35512.0,55507.0,28001.0,5945.0,261130.0,102820.0,6389.0,46174.0,2086.0,3350.0,4435.0,6519.0,7260.0,3475.0,56835.0,2312.0,71263.0,18253.0,6981.0,3582.0,571.0,6088.0,11500.0,5865.0,49689.0,31199,4489,14522,1062.0,221,1843,57,10780,125,3477,1997
2024-09-27 16:00,1456.0,26924.0,21007.0,7408.0,183261.0,35070.0,54422.0,28006.0,5967.0,261077.0,102331.0,6399.0,45967.0,2086.0,3350.0,4436.0,6361.0,7225.0,3463.0,55147.0,2306.0,63567.0,16660.0,6677.0,3313.0,560.0,5683.0,11819.0,4988.0,46650.0,29294,3603,10773,1169.0,124,1809,38,10501,123,2872,1701
2024-09-27 17:00,1456.0,26924.0,21011.0,7518.0,183269.0,34611.0,54511.0,28042.0,5818.0,261077.0,102406.0,6409.0,45918.0,2258.0,3347.0,4436.0,6058.0,7225.0,3445.0,55499.0,2314.0,64174.0,14269.0,6206.0,3409.0,599.0,5401.0,11950.0,4835.0,45771.0,26345,3035,9938,1147.0,125,2172,34,10100,94,2646,1780
2024-09-27 18:00,1456.0,26924.0,22272.0,7383.0,183269.0,34984.0,54438.0,27703.0,5839.0,261077.0,102400.0,6409.0,50542.0,2258.0,3369.0,4436.0,5371.0,6902.0,3492.0,54141.0,2330.0,60437.0,15037.0,5865.0,3369.0,305.0,4964.0,10274.0,4195.0,41379.0,24055,2017,8753,648.0,87,2167,62,10406,13,1483,1551
2024-09-27 19:00,1456.0,26924.0,22272.0,7407.0,183096.0,34296.0,51562.0,26902.0,5864.0,261077.0,103712.0,6392.0,55219.0,2258.0,3370.0,4436.0,5632.0,5222.0,3165.0,52165.0,2329.0,58498.0,14258.0,5924.0,2846.0,430.0,4885.0,10034.0,4090.0,40533.0,24669,1427,7906,510.0,44,1786,57,10327,8,1413,1011
